ID,URL de origen,Texto visible,URL destino,Tipo,Visible desktop,Visible movil,Requiere JavaScript,HTTP final,Redirecciones,Title,H1,Canonical,Resultado,Evidencia
LINK-0111,/gracias/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0112,/gracias/,(texto en enlace),/legal/aviso-legal/,interno,SI,SI,NO,200 (local file),N/A,Aviso legal | Jonathan Esteban,Aviso legal,https://jonathanesteban.dev/legal/aviso-legal/,OK,Auditoria estatica de archivos HTML
LINK-0113,/gracias/,(texto en enlace),/legal/privacidad/,interno,SI,SI,NO,200 (local file),N/A,Redirigiendo a privacidad,,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0114,/gracias/,(texto en enlace),/legal/cookies/,interno,SI,SI,NO,200 (local file),N/A,Politica de cookies | Jonathan Esteban,Politica de cookies,https://jonathanesteban.dev/legal/cookies/,OK,Auditoria estatica de archivos HTML
LINK-0115,/gracias/,(texto en enlace),/privacy-policy/,interno,SI,SI,NO,200 (local file),N/A,Política de Privacidad | Jonathan Esteban,Política de Privacidad,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0116,/gracias/,(texto en enlace),/terms-of-service/,interno,SI,SI,NO,200 (local file),N/A,Términos y Condiciones de Servicio | Jonathan Esteban,Términos y Condiciones de Servicio,https://jonathanesteban.dev/terms-of-service/,OK,Auditoria estatica de archivos HTML
LINK-0117,/gracias/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0118,/gracias/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0119,/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0120,/,Jonathan Esteban Inicio,/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0121,/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0122,/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0123,/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0124,/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0125,/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0126,/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0127,/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0128,/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0129,/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0130,/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0131,/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0132,/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0133,/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0134,/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0135,/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0136,/,(texto en enlace),https://github.com/4GeeksAcademy/Jesteban1983-TrackFlow.git,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0137,/,(texto en enlace),/proyectos/casos/automatizacion-leads/,interno,SI,SI,NO,200 (local file),N/A,Caso de Estudio: Automatización de Leads & IA con OpenClaw | Jonathan Esteban,Agentes de IA autónomos & Pipeline n8n,https://jonathanesteban.dev/proyectos/casos/automatizacion-leads/,OK,Auditoria estatica de archivos HTML
LINK-0138,/,(texto en enlace),https://github.com/4GeeksAcademy/Jesteban1983-talk-to-the-machine.git,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0139,/,(texto en enlace),/proyectos/demo-app/,interno,SI,SI,NO,200 (local file),N/A,Demo App en Vivo | Jonathan Esteban,Demostración de App en Vivo,https://jonathanesteban.dev/proyectos/demo-app/,OK,Auditoria estatica de archivos HTML
LINK-0140,/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0141,/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0142,/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0143,/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0144,/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0145,/,(texto en enlace),/privacy-policy/,interno,SI,SI,NO,200 (local file),N/A,Política de Privacidad | Jonathan Esteban,Política de Privacidad,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0146,/,(texto en enlace),/terms-of-service/,interno,SI,SI,NO,200 (local file),N/A,Términos y Condiciones de Servicio | Jonathan Esteban,Términos y Condiciones de Servicio,https://jonathanesteban.dev/terms-of-service/,OK,Auditoria estatica de archivos HTML
LINK-0147,/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0148,/,(texto en enlace),mailto:joonathanesteban@gmail.com,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0149,/,(texto en enlace),https://linkedin.com/in/jonathanesteban,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0150,/,(texto en enlace),https://github.com/Jesteban1983,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0151,/legal/aviso-legal/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0152,/legal/aviso-legal/,(texto en enlace),mailto:joonathanesteban@gmail.com,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0153,/legal/cookies/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0154,/legal/privacidad/,(texto en enlace),/privacy-policy/,interno,SI,SI,NO,200 (local file),N/A,Política de Privacidad | Jonathan Esteban,Política de Privacidad,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0155,/privacy-policy/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0156,/privacy-policy/,(texto en enlace),/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0157,/privacy-policy/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0158,/privacy-policy/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0159,/privacy-policy/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0160,/privacy-policy/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0161,/privacy-policy/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0162,/privacy-policy/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0163,/privacy-policy/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0164,/privacy-policy/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0165,/privacy-policy/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0166,/privacy-policy/,(texto en enlace),mailto:joonathanesteban@gmail.com,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0167,/privacy-policy/,(texto en enlace),https://jonathanesteban.dev,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0168,/privacy-policy/,(texto en enlace),mailto:joonathanesteban@gmail.com,externo,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0169,/privacy-policy/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0170,/proyectos/casos/automatizacion-leads/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0171,/proyectos/casos/automatizacion-leads/,(texto en enlace),/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0172,/proyectos/casos/automatizacion-leads/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0173,/proyectos/casos/automatizacion-leads/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0174,/proyectos/casos/automatizacion-leads/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0175,/proyectos/casos/automatizacion-leads/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0176,/proyectos/casos/automatizacion-leads/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0177,/proyectos/casos/automatizacion-leads/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0178,/proyectos/casos/automatizacion-leads/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0179,/proyectos/casos/automatizacion-leads/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0180,/proyectos/casos/automatizacion-leads/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0181,/proyectos/casos/automatizacion-leads/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0182,/proyectos/casos/automatizacion-leads/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0183,/proyectos/casos/automatizacion-leads/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0184,/proyectos/casos/automatizacion-leads/,(texto en enlace),/legal/aviso-legal/,interno,SI,SI,NO,200 (local file),N/A,Aviso legal | Jonathan Esteban,Aviso legal,https://jonathanesteban.dev/legal/aviso-legal/,OK,Auditoria estatica de archivos HTML
LINK-0185,/proyectos/casos/automatizacion-leads/,(texto en enlace),/legal/privacidad/,interno,SI,SI,NO,200 (local file),N/A,Redirigiendo a privacidad,,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0186,/proyectos/casos/automatizacion-leads/,(texto en enlace),/legal/cookies/,interno,SI,SI,NO,200 (local file),N/A,Politica de cookies | Jonathan Esteban,Politica de cookies,https://jonathanesteban.dev/legal/cookies/,OK,Auditoria estatica de archivos HTML
LINK-0187,/proyectos/casos/automatizacion-leads/,(texto en enlace),/privacy-policy/,interno,SI,SI,NO,200 (local file),N/A,Política de Privacidad | Jonathan Esteban,Política de Privacidad,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0188,/proyectos/casos/automatizacion-leads/,(texto en enlace),/terms-of-service/,interno,SI,SI,NO,200 (local file),N/A,Términos y Condiciones de Servicio | Jonathan Esteban,Términos y Condiciones de Servicio,https://jonathanesteban.dev/terms-of-service/,OK,Auditoria estatica de archivos HTML
LINK-0189,/proyectos/casos/automatizacion-leads/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0190,/proyectos/casos/automatizacion-leads/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0191,/proyectos/casos/landing-negocio/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0192,/proyectos/casos/landing-negocio/,(texto en enlace),/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0193,/proyectos/casos/landing-negocio/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0194,/proyectos/casos/landing-negocio/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0195,/proyectos/casos/landing-negocio/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0196,/proyectos/casos/landing-negocio/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0197,/proyectos/casos/landing-negocio/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0198,/proyectos/casos/landing-negocio/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0199,/proyectos/casos/landing-negocio/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0200,/proyectos/casos/landing-negocio/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0201,/proyectos/casos/landing-negocio/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0202,/proyectos/casos/landing-negocio/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0203,/proyectos/casos/landing-negocio/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0204,/proyectos/casos/landing-negocio/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0205,/proyectos/casos/landing-negocio/,(texto en enlace),/legal/aviso-legal/,interno,SI,SI,NO,200 (local file),N/A,Aviso legal | Jonathan Esteban,Aviso legal,https://jonathanesteban.dev/legal/aviso-legal/,OK,Auditoria estatica de archivos HTML
LINK-0206,/proyectos/casos/landing-negocio/,(texto en enlace),/legal/privacidad/,interno,SI,SI,NO,200 (local file),N/A,Redirigiendo a privacidad,,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0207,/proyectos/casos/landing-negocio/,(texto en enlace),/legal/cookies/,interno,SI,SI,NO,200 (local file),N/A,Politica de cookies | Jonathan Esteban,Politica de cookies,https://jonathanesteban.dev/legal/cookies/,OK,Auditoria estatica de archivos HTML
LINK-0208,/proyectos/casos/landing-negocio/,(texto en enlace),/privacy-policy/,interno,SI,SI,NO,200 (local file),N/A,Política de Privacidad | Jonathan Esteban,Política de Privacidad,https://jonathanesteban.dev/privacy-policy/,OK,Auditoria estatica de archivos HTML
LINK-0209,/proyectos/casos/landing-negocio/,(texto en enlace),/terms-of-service/,interno,SI,SI,NO,200 (local file),N/A,Términos y Condiciones de Servicio | Jonathan Esteban,Términos y Condiciones de Servicio,https://jonathanesteban.dev/terms-of-service/,OK,Auditoria estatica de archivos HTML
LINK-0210,/proyectos/casos/landing-negocio/,(texto en enlace),/data-deletion/,interno,SI,SI,NO,200 (local file),N/A,Instrucciones y Eliminación de Datos | Jonathan Esteban,Instrucciones de Eliminación de Datos de Usuario,https://jonathanesteban.dev/data-deletion/,OK,Auditoria estatica de archivos HTML
LINK-0211,/proyectos/casos/landing-negocio/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
LINK-0212,/proyectos/casos/portfolio-redesign/,(texto en enlace),#main-content,ancla,SI,SI,NO,N/A,N/A,,,,OK,Auditoria estatica de archivos HTML
LINK-0213,/proyectos/casos/portfolio-redesign/,(texto en enlace),/,interno,SI,SI,NO,200 (local file),N/A,Jonathan Esteban | Full-Stack Developer & AI Engineer · Madrid & Barcelona,Jonathan Esteban,https://jonathanesteban.dev/,OK,Auditoria estatica de archivos HTML
LINK-0214,/proyectos/casos/portfolio-redesign/,(texto en enlace),/servicios/,interno,SI,SI,NO,200 (local file),N/A,"Servicios de Desarrollo Web, IA y Automatización | Jonathan Esteban",Soluciones digitales que impulsan tu negocio,https://jonathanesteban.dev/servicios/,OK,Auditoria estatica de archivos HTML
LINK-0215,/proyectos/casos/portfolio-redesign/,(texto en enlace),/proyectos/,interno,SI,SI,NO,200 (local file),N/A,Portfolio de Proyectos & Casos de Éxito | Jonathan Esteban,Portfolio de Proyectos & Casos,https://jonathanesteban.dev/proyectos/,OK,Auditoria estatica de archivos HTML
LINK-0216,/proyectos/casos/portfolio-redesign/,(texto en enlace),/certificaciones/,interno,SI,SI,NO,200 (local file),N/A,Certificaciones & Formación | Jonathan Esteban,Formación & Certificaciones,https://jonathanesteban.dev/certificaciones/,OK,Auditoria estatica de archivos HTML
LINK-0217,/proyectos/casos/portfolio-redesign/,(texto en enlace),/sobre-mi/,interno,SI,SI,NO,200 (local file),N/A,Sobre Mí | Jonathan Esteban — Full-Stack Developer & AI Engineer,Sobre Mí & Dashboard,https://jonathanesteban.dev/sobre-mi/,OK,Auditoria estatica de archivos HTML
LINK-0218,/proyectos/casos/portfolio-redesign/,(texto en enlace),/faq/,interno,SI,SI,NO,200 (local file),N/A,Preguntas Frecuentes (FAQ) & Centro de Ayuda | Jonathan Esteban,Preguntas Frecuentes,https://jonathanesteban.dev/faq/,OK,Auditoria estatica de archivos HTML
LINK-0219,/proyectos/casos/portfolio-redesign/,(texto en enlace),/contacto/,interno,SI,SI,NO,200 (local file),N/A,Contacto & Agendamiento | Jonathan Esteban,Formulario de Contacto,https://jonathanesteban.dev/contacto/,OK,Auditoria estatica de archivos HTML
